permid,ticker,cik,filing_date,n_words,ai_hits,ai_per_10k,ai_per_10k_risk,ai_per_10k_nonrisk
4295905527,AMSC,880807,2022-06-01,49168.0,0.0,0.0,0.0,0.0
4295905535,AXTI,1051627,2022-03-15,73353.0,0.0,0.0,0.0,0.0
4295905537,AMGN,318154,2022-02-16,93569.0,0.0,0.0,0.0,0.0
4295905539,AMKR,1047127,2022-02-18,50533.0,2.0,0.396,0.0,0.396
4295905559,ANDE,821026,2022-02-24,43362.0,0.0,0.0,0.0,0.0
4295905568,HCKT,1057379,2022-03-04,32328.0,0.0,0.0,0.0,0.0
4295905571,APOG,6845,2022-04-22,38750.0,0.0,0.0,0.0,0.0
4295905573,AAPL,320193,2022-10-28,33786.0,0.0,0.0,0.0,0.0
4295905583,AMAT,6951,2021-12-17,53003.0,2.0,0.377,,0.377
4295905606,AROW,717538,2022-03-11,73335.0,0.0,0.0,0.0,0.0
4295905618,ASB,7789,,,,,,
4295905619,ASTE,792987,2022-02-28,50607.0,0.0,0.0,0.0,0.0
4295905625,ALOT,8146,2022-04-18,42232.0,0.0,0.0,0.0,0.0
4295905634,ATRO,8063,2022-03-04,48854.0,0.0,0.0,0.0,0.0
4295905642,ADSK,769397,2022-03-14,66863.0,20.0,2.991,0.0,2.991
4295905656,BANF,760498,2022-02-25,62732.0,0.0,0.0,0.0,0.0
4295905668,BOKF,875357,2022-02-23,81335.0,0.0,0.0,0.0,0.0
4295905697,BBSI,902791,2022-03-07,33443.0,0.0,0.0,0.0,0.0
4295905703,BSET,10329,2022-01-31,40247.0,0.0,0.0,0.0,0.0
4295905713,WRB,11544,2022-02-24,69834.0,0.0,0.0,0.0,0.0
4295905723,NOTVQ,720154,2021-12-21,71973.0,0.0,0.0,0.0,0.0
4295905725,BCRX,882796,2022-02-28,77712.0,0.0,0.0,0.0,0.0
4295905758,APYX,719135,2022-03-17,41181.0,0.0,0.0,0.0,0.0
4295905765,BRID,14177,2022-01-27,35666.0,0.0,0.0,0.0,0.0
4295905781,AZTA,933974,2022-11-25,56816.0,0.0,0.0,0.0,0.0
4295905795,CFFI,913341,2022-03-01,92883.0,0.0,0.0,0.0,0.0
4295905803,CDW,1402057,2022-02-28,49402.0,4.0,0.81,0.0,0.81
4295905810,CHRW,1043277,2022-02-23,40550.0,1.0,0.247,0.0,0.247
4295905812,CPF,701347,2022-02-23,87824.0,0.0,0.0,0.0,0.0
4295905814,CCNE,736772,2022-03-03,72434.0,0.0,0.0,0.0,0.0
4295905823,CSPI,356037,2021-12-08,41903.0,0.0,0.0,0.0,0.0
4295905828,CACI,16058,2022-08-11,38595.0,4.0,1.036,0.0,1.036
4295905830,CDZI,727273,2022-03-29,42097.0,0.0,0.0,0.0,0.0
4295905833,HLX,866829,2022-02-24,54355.0,0.0,0.0,0.0,0.0
4295905834,CALM,16160,2022-07-19,39865.0,0.0,0.0,0.0,0.0
4295905867,PRDO,1046568,2022-02-24,68008.0,7.0,1.029,0.0,1.029
4295905875,CASY,726958,2022-06-24,36835.0,0.0,0.0,0.0,0.0
4295905876,CWST,911177,2022-02-18,70317.0,0.0,0.0,0.0,0.0
4295905880,CASS,708781,2022-02-28,46093.0,0.0,0.0,0.0,0.0
4295905885,CATY,861842,2022-03-01,90282.0,0.0,0.0,0.0,0.0
4295905903,CNOB,712771,2022-02-25,64335.0,0.0,0.0,0.0,0.0
4295905908,CENX,949157,2022-02-25,56248.0,0.0,0.0,0.0,0.0
4295905912,CBZ,944148,2022-02-25,45876.0,1.0,0.218,0.0,0.218
4295905914,CENT,887733,2022-11-22,52666.0,0.0,0.0,0.0,0.0
4295905915,CERS,1020214,2022-02-22,79515.0,0.0,0.0,0.0,0.0
4295905924,CRAI,1053706,2022-03-03,41595.0,0.0,0.0,0.0,0.0
4295905930,CAKE,887596,2022-02-22,66383.0,0.0,0.0,0.0,0.0
4295905938,PLCE,1041859,2022-03-25,46548.0,0.0,0.0,0.0,0.0
4295905945,CHDN,20212,2022-02-23,59144.0,0.0,0.0,0.0,0.0
4295905947,CIEN,936395,2021-12-17,73187.0,7.0,0.956,0.0,0.956
4295905949,CINF,20286,2022-02-24,92573.0,0.0,0.0,0.0,0.0
4295905951,CRUS,772406,2022-05-20,42775.0,0.0,0.0,0.0,0.0
4295905955,CTAS,723254,2022-07-27,39438.0,0.0,0.0,0.0,0.0
4295905959,CHCO,726854,2022-02-24,58542.0,0.0,0.0,0.0,0.0
4295905962,CLAR,913277,2022-03-07,50478.0,0.0,0.0,0.0,0.0
4295905964,CLH,822818,2022-02-23,65762.0,0.0,0.0,0.0,0.0
4295905971,CGNX,851205,2022-02-17,44005.0,8.0,1.818,0.0,1.818
4295905973,CTSH,1058290,2022-02-16,51576.0,12.0,2.327,1.167,2.558
4295905974,COHU,21535,2022-02-18,54461.0,0.0,0.0,0.0,0.0
4295905979,COKE,317540,2022-02-22,56261.0,0.0,0.0,0.0,0.0
4295905983,CBAN,711669,2022-03-18,61763.0,0.0,0.0,0.0,0.0
4295905988,COLB,887343,2022-02-25,70768.0,0.0,0.0,0.0,0.0
4295905991,CMCO,1005229,2022-05-25,55760.0,0.0,0.0,0.0,0.0
4295905993,COLM,1050797,2022-02-24,44031.0,0.0,0.0,0.0,0.0
4295905997,CBSH,22356,2022-02-23,86524.0,0.0,0.0,0.0,0.0
4295906014,CTBI,350852,2022-02-28,56244.0,0.0,0.0,0.0,0.0
4295906024,CMTL,23197,2022-09-29,79520.0,0.0,0.0,0.0,0.0
4295906046,CPSS,889609,2022-03-16,53588.0,0.0,0.0,0.0,0.0
4295906048,CPRT,900075,2022-09-27,50069.0,1.0,0.2,0.0,0.2
4295906064,CRVL,874866,2022-05-27,36008.0,5.0,1.389,0.0,1.389
4295906074,CVLG,928658,2022-02-28,61064.0,0.0,0.0,0.0,0.0
4295906080,CRIS,1108205,2022-02-24,97723.0,0.0,0.0,0.0,0.0
4295906081,CACC,885550,2022-02-11,61039.0,0.0,0.0,0.0,0.0
4295906126,DXPE,1020710,2022-04-05,46237.0,0.0,0.0,0.0,0.0
4295906131,ELA,701719,2022-03-16,33237.0,0.0,0.0,0.0,0.0
4295906153,DECK,910521,2022-05-27,59045.0,0.0,0.0,0.0,0.0
4295906164,DXLG,813298,2022-03-17,39956.0,0.0,0.0,0.0,0.0
4295906169,XRAY,818479,2022-03-01,66865.0,2.0,0.299,0.0,0.299
4295906179,DGII,854775,2022-11-23,44728.0,1.0,0.224,0.0,0.224
4295906188,DIOD,29002,2022-02-18,54021.0,0.0,0.0,0.0,0.0
4295906195,DLTR,935703,2022-03-15,43397.0,0.0,0.0,0.0,0.0
4295906219,BOOM,34067,2022-03-01,58622.0,0.0,0.0,0.0,0.0
4295906238,EBAY,1065088,2022-02-24,63850.0,2.0,0.313,0.0,0.313
4295906278,EME,105634,2022-02-24,65960.0,0.0,0.0,0.0,0.0
4295906306,CEVA,1173489,2022-03-01,62204.0,89.0,14.308,0.0,14.308
4295906344,MSCI,1408198,2022-02-11,66289.0,6.0,0.905,0.0,0.905
4295906353,KBR,1357615,2022-02-22,82337.0,8.0,0.972,0.0,0.972
4295906381,ERIE,922621,2022-02-24,47290.0,0.0,0.0,0.0,0.0
4295906382,ESCA,33488,2022-02-22,28359.0,0.0,0.0,0.0,0.0
4295906384,EEFT,1029199,2022-02-23,60791.0,0.0,0.0,0.0,0.0
4295906402,EXPD,746515,2022-03-15,38511.0,0.0,0.0,0.0,0.0
4295906403,EXPO,851520,2022-02-25,32566.0,3.0,0.921,0.0,0.921
4295906406,EZPW,876523,2022-11-16,67049.0,1.0,0.149,0.0,0.163
4295906431,FAST,815556,2022-02-07,45186.0,0.0,0.0,0.0,0.0
4295906439,VERU,863894,2021-12-02,69676.0,0.0,0.0,0.0,0.0
4295906442,FITB,35527,2022-02-25,153834.0,0.0,0.0,0.0,0.0
4295906468,FFBC,708955,2022-02-18,28859.0,0.0,0.0,0.0,0.0
4295906470,FFIN,36029,2022-02-22,68097.0,0.0,0.0,0.0,0.0
4295906474,THFF,714562,2022-03-09,55476.0,0.0,0.0,0.0,0.0
4295906482,FRME,712534,2022-03-01,83589.0,0.0,0.0,0.0,0.0
4295906483,CASH,907471,2022-11-22,82077.0,0.0,0.0,0.0,0.0
4295906499,FUNC,763907,2022-03-25,72695.0,0.0,0.0,0.0,0.0
4295906502,BANR,946673,2022-02-24,102273.0,0.0,0.0,0.0,0.0
4295906509,FISV,798354,2022-02-24,72188.0,0.0,0.0,0.0,0.0
4295906515,FLXS,37472,2022-08-26,23584.0,0.0,0.0,0.0,0.0
4295906525,FORR,1023313,2022-03-10,35865.0,0.0,0.0,0.0,0.0
4295906529,FOSL,883569,2022-03-10,58477.0,0.0,0.0,0.0,0.0
4295906530,FSTR,352825,2022-03-02,44339.0,0.0,0.0,0.0,0.0
4295906533,FELE,38725,2022-02-25,33514.0,0.0,0.0,0.0,0.0
4295906546,FUL,39368,2022-01-25,51697.0,0.0,0.0,0.0,0.0
4295906550,FULT,700564,2022-02-28,83131.0,0.0,0.0,0.0,0.0
4295906553,GIII,821002,2022-03-28,69144.0,0.0,0.0,0.0,0.0
4295906573,GNTX,355811,2022-02-23,38886.0,0.0,0.0,0.0,0.0
4295906585,GENC,64472,2021-12-17,21929.0,0.0,0.0,0.0,0.0
4295906587,GABC,714395,2022-03-01,65683.0,0.0,0.0,0.0,0.0
4295906589,GERN,886744,2022-03-10,85760.0,1.0,0.117,0.0,0.117
4295906593,ROCK,912562,2022-02-23,41584.0,0.0,0.0,0.0,0.0
4295906595,GILD,882095,2022-02-23,71126.0,0.0,0.0,0.0,0.0
4295906598,GBCI,868671,2022-02-23,68560.0,1.0,0.146,0.0,0.146
4295906616,GSBC,854560,2022-03-07,124324.0,0.0,0.0,0.0,0.0
4295906621,WINA,908315,2022-03-08,28886.0,0.0,0.0,0.0,0.0
4295906628,HNRG,788965,2022-03-28,36871.0,0.0,0.0,0.0,0.0
4295906637,HWC,750577,2022-02-25,94501.0,0.0,0.0,0.0,0.0
4295906664,HLIT,851310,2022-02-28,53305.0,0.0,0.0,0.0,0.0
4295906670,ALNT,46129,2022-03-09,41773.0,0.0,0.0,0.0,0.0
4295906673,HWKN,46250,2022-05-18,29534.0,0.0,0.0,0.0,0.0
4295906676,HCSG,731012,2022-02-18,38005.0,0.0,0.0,0.0,0.0
4295906685,HTLD,799233,2022-02-25,42358.0,0.0,0.0,0.0,0.0
4295906693,JKHY,779152,2022-08-25,36418.0,2.0,0.549,0.0,0.549
4295906698,HFWA,1046025,2022-02-25,66300.0,0.0,0.0,0.0,0.0
4295906729,HUBG,940942,2022-02-25,38534.0,2.0,0.519,0.0,0.66
4295906731,JBHT,728535,2022-02-25,28592.0,0.0,0.0,0.0,0.0
4295906733,HBAN,49196,,,,,,
4295906735,HURC,315374,2022-01-07,48533.0,0.0,0.0,,0.0
4295906742,ORKA,907654,2022-03-14,65600.0,0.0,0.0,0.0,0.0
4295906747,ICUI,883984,2022-02-25,64840.0,1.0,0.154,0.0,0.154
4295906748,BIIB,875045,2022-02-03,105261.0,2.0,0.19,0.0,0.19
4295906749,IDT,1005731,2022-10-14,70423.0,0.0,0.0,0.0,0.0
4295906763,IDXX,874716,2022-02-16,72966.0,0.0,0.0,0.0,0.0
4295906783,INCY,879169,2022-02-08,83577.0,0.0,0.0,0.0,0.0
4295906784,IBCP,39311,2022-03-04,15254.0,0.0,0.0,0.0,0.0
4295906791,INDB,776901,2022-02-28,89700.0,0.0,0.0,0.0,0.0
4295906792,WT,880631,2022-02-25,67973.0,0.0,0.0,0.0,0.0
4295906801,TCX,909494,2022-03-01,83372.0,1.0,0.12,0.0,0.12
4295906807,NKTR,906709,2022-03-01,74363.0,0.0,0.0,0.0,0.0
4295906808,INOD,903651,2022-03-24,39046.0,119.0,30.477,0.0,30.478
4295906810,NSIT,932696,2022-02-18,48466.0,12.0,2.476,0.0,2.476
4295906823,IART,917520,2022-02-24,71048.0,0.0,0.0,0.0,0.0
4295906830,INTC,50863,2022-01-27,72183.0,56.0,7.758,0.0,7.758
4295906850,IBOC,315709,2022-02-24,24395.0,0.0,0.0,0.0,0.0
4295906862,INTU,896878,2022-09-02,64691.0,24.0,3.71,,3.71
4295906863,INTT,1036262,2022-03-23,48445.0,0.0,0.0,0.0,0.0
4295906865,ITIC,720858,2022-03-14,43095.0,0.0,0.0,0.0,0.0
4295906873,IONS,874015,2022-02-25,89810.0,0.0,0.0,0.0,0.0
4295906877,ITRI,780571,2022-02-28,65573.0,0.0,0.0,,0.0
4295906883,JJSF,785956,2022-11-22,34136.0,0.0,0.0,0.0,0.0
4295906891,JAKK,1009829,2022-03-16,69227.0,0.0,0.0,0.0,0.0
4295906904,KLAC,319201,2022-08-05,76321.0,3.0,0.393,0.0,0.393
4295906911,KVHI,1007587,2022-03-11,48379.0,0.0,0.0,0.0,0.0
4295906941,KOPN,771266,2022-03-14,43195.0,0.0,0.0,0.0,0.0
4295906943,KLIC,56978,2022-11-17,45230.0,0.0,0.0,0.0,0.0
4295906952,LXU,60714,2022-02-24,54805.0,0.0,0.0,0.0,0.0
4295906954,LYTS,763532,2022-09-09,31972.0,0.0,0.0,0.0,0.0
4295906957,LKFN,721994,2022-02-23,71810.0,0.0,0.0,0.0,0.0
4295906960,LAKE,798081,2022-04-21,33978.0,0.0,0.0,0.0,0.0
4295906961,LRCX,707549,2022-08-24,53063.0,4.0,0.754,0.0,0.754
4295906964,MZTI,57515,2022-08-25,38101.0,0.0,0.0,0.0,0.0
4295906967,LFCR,1005286,2022-09-14,53876.0,0.0,0.0,0.0,0.0
4295906968,LARK,1141688,2022-03-22,57075.0,0.0,0.0,0.0,0.0
4295906971,LSTR,853816,2022-02-18,44569.0,0.0,0.0,0.0,0.0
4295906978,LSCC,855658,2022-02-23,42055.0,13.0,3.091,0.0,3.091
4295906986,AXGN,805928,2022-02-25,70884.0,0.0,0.0,0.0,0.0
4295906989,DSGR,703604,2022-02-24,35258.0,0.0,0.0,0.0,0.0
4295906997,LCUT,874396,2022-03-09,55796.0,0.0,0.0,0.0,0.0
4295907009,LGND,886163,2022-02-28,64417.0,0.0,0.0,0.0,0.0
4295907011,LECO,59527,2022-02-18,45182.0,0.0,0.0,0.0,0.0
4295907012,LFUS,889331,2022-02-17,54906.0,0.0,0.0,0.0,0.0
4295907035,OPCH,1014739,2022-02-23,43483,0,0.0,0.0,0.0
4295907052,SHOO,913241,2022-03-01,45750,0,0.0,0.0,0.0
4295907054,MGEE,1161728,2022-02-23,66897,0,0.0,0.0,0.0
4295907062,MANH,1056696,2022-02-07,40308,0,0.0,0.0,0.0
4295907076,MRTN,799167,2022-02-28,33636,0,0.0,0.0,0.0
4295907081,MTRX,866273,2022-10-11,46144,0,0.0,0.0,0.0
4295907083,MATW,63296,2022-11-18,49330,0,0.0,0.0,0.0
4295907101,MGRC,752714,2022-02-23,54168,0,0.0,0.0,0.0
4295907134,MRCY,1049521,2022-08-16,57028,10,1.754,0.0,1.754
4295907138,MLAB,724004,2022-05-31,52606,0,0.0,0.0,0.0
4295907141,MMSI,856982,2022-03-01,61556,0,0.0,0.0,0.0
4295907168,MSFT,789019,2022-07-28,54181,46,8.49,0.0,8.49
4295907170,MVIS,65770,2022-03-01,31610,1,0.316,0.0,0.316
4295907171,MCHP,827054,2022-05-20,61692,2,0.324,0.0,0.324
4295907172,MSTR,1050446,2022-02-16,70993,1,0.141,0.0,0.141
4295907183,MIDD,769520,2022-03-02,49123,0,0.0,0.0,0.0
4295907184,MSEX,66004,2022-02-25,40710,0,0.0,0.0,0.0
4295907191,MLKN,66382,2022-07-26,58353,0,0.0,0.0,0.0
4295907206,MOD,67347,2022-05-26,56460,1,0.177,0.0,0.177
4295907208,MCRI,907242,2022-02-28,45100,0,0.0,0.0,0.0
4295907213,MNRO,876427,2022-05-23,35456,0,0.0,0.0,0.0
4295907228,MYGN,899923,2022-02-25,66391,1,0.151,0.0,0.151
4295907231,MOV,72573,2022-03-24,59516,0,0.0,0.0,0.0
4295907233,VXRT,72444,2022-02-24,93657,0,0.0,0.0,0.0
4295907237,NBTB,790359,2022-03-01,73484,0,0.0,0.0,0.0
4295907246,ONTO,704532,2022-02-25,49799,6,1.205,0.0,1.634
4295907247,SLSN,883107,2022-03-31,32973,0,0.0,0.0,0.0
4295907249,HOPE,1128361,2022-02-28,82656,0,0.0,0.0,0.0
4295907250,NSSC,69633,2022-08-29,43395,0,0.0,,0.0
4295907253,NATH,69733,2022-06-10,51751,0,0.0,0.0,0.0
4295907274,NATR,275053,2022-03-08,39405,0,0.0,0.0,0.0
4295907280,FF,1337298,2022-03-15,54008,0,0.0,0.0,0.0
4295907283,EXLS,1297989,2022-02-24,77766,59,7.587,0.0,7.587
4295907295,PBH,1295947,2022-05-06,55803,0,0.0,0.0,0.0
4295907309,TRAK,50471,2022-09-28,27784,0,0.0,0.0,0.0
4295907310,WBD,1437107,2022-02-24,74617,0,0.0,0.0,0.0
4295907325,SMCI,1375365,2022-08-29,90336,7,0.775,0.0,0.775
4295907331,NTGR,1122904,2022-02-18,71566,1,0.14,0.0,0.14
4295907346,BBW,1113809,2022-04-14,40246,0,0.0,0.0,0.0
4295907359,NEOG,711377,2022-07-27,45059,0,0.0,0.0,0.0
4295907376,NTAP,1002047,2022-06-16,57630,5,0.868,0.0,0.868
4295907381,NBIX,914475,2022-02-11,58409,0,0.0,0.0,0.0
4295907402,NDSN,72331,2021-12-17,43444,0,0.0,0.0,0.0
4295907415,NTRS,73124,2022-02-28,116697,2,0.171,0.0,0.171
4295907418,NRIM,1163370,2022-03-04,72396,0,0.0,0.0,0.0
4295907425,NWFL,1013272,2022-03-11,45811,0,0.0,0.0,0.0
4295907427,NWPX,1001385,2022-03-16,44276,0,0.0,0.0,0.0
4295907443,OSIS,1039065,2022-08-19,60576,0,0.0,0.0,0.0
4295907458,OVBC,894671,2022-03-17,22396,0,0.0,,0.0
4295907460,ODFL,878927,2022-02-23,32844,0,0.0,0.0,0.0
4295907462,ONB,707179,2022-02-10,78396,0,0.0,0.0,0.0
4295907463,OSBC,357173,2022-03-10,101171,0,0.0,0.0,0.0
4295907471,EFOR,890564,2022-03-01,31063,10,3.219,0.0,3.219
4295907485,ORCL,1341439,2022-06-21,67649,10,1.478,0.0,1.478
4295907490,ORLY,898173,2022-02-28,48407,0,0.0,0.0,0.0
4295907495,OTTR,1466593,2022-02-16,52158,0,0.0,0.0,0.0
4295907505,GTBP,109657,2022-03-28,41176,0,0.0,0.0,0.0
4295907510,CNXN,1050377,2022-03-14,44476,0,0.0,0.0,0.0
4295907525,PCAR,75362,2022-02-23,42299,0,0.0,0.0,0.0
4295907537,CODA,1334325,2022-02-14,38796,3,0.773,0.0,0.773
4295907538,PZZA,901491,2022-02-24,54963,0,0.0,0.0,0.0
4295907543,PTC,857005,2022-11-15,46477,0,0.0,0.0,0.0
4295907548,PKOH,76282,2022-03-16,35934,0,0.0,0.0,0.0
4295907558,PTEN,889900,2022-02-16,61668,0,0.0,0.0,0.0
4295907559,PAYX,723531,2022-07-15,44988,5,1.111,0.0,1.111
4295907562,PATK,76605,2022-02-25,45266,0,0.0,0.0,0.0
4295907568,PEGA,1013857,2022-02-16,40249,14,3.478,8.351,0.405
4295907572,PENN,921738,2022-02-28,85338,0,0.0,0.0,0.0
4295907579,PEBO,318300,2022-03-15,100246,0,0.0,0.0,0.0
4295907598,AGYS,78749,2022-05-23,37873,0,0.0,0.0,0.0
4295907608,PLAB,810136,2021-12-17,39564,0,0.0,0.0,0.0
4295907615,PLXS,785786,2022-11-18,47136,0,0.0,0.0,0.0
4295907638,BPOP,763901,2022-03-01,147382,0,0.0,0.0,0.0
4295907639,POWL,80420,2021-12-08,34807,0,0.0,0.0,0.0
4295907641,POWI,833640,2022-02-07,47836,0,0.0,0.0,0.0
4295907649,NVEC,724910,2022-05-04,16505,0,0.0,0.0,0.0
4295907655,TROW,1113169,2022-02-24,53501,0,0.0,0.0,0.0
4295907657,PSMT,1041803,2022-10-31,59189,0,0.0,0.0,0.0
4295907660,VATE,1006837,2022-03-09,97726,2,0.205,0.0,0.205
4295907673,CLMB,945983,2022-03-09,35986,0,0.0,0.0,0.0
4295907689,PROV,1010470,2022-09-02,81955,0,0.0,0.0,0.0
4295907706,QCOM,804328,2022-11-02,63897,23,3.6,0.0,3.6
4295907718,DORM,868780,2022-02-22,40749,0,0.0,0.0,0.0
4295907720,RCMT,700841,2022-04-04,44943,0,0.0,0.0,0.0
4295907735,RMBS,917273,2022-02-28,63573,9,1.416,0.0,1.416
4295907751,RF,1281761,2022-02-24,114431,2,0.175,0.0,0.175
4295907752,REGN,872589,2022-02-07,97910,0,0.0,0.0,0.0
4295907753,RGS,716643,2022-08-23,46822,0,0.0,0.0,0.0
4295907765,RGEN,730272,2022-02-17,65213,0,0.0,0.0,0.0
4295907778,REFR,793524,2022-03-09,39343,0,0.0,0.0,0.0
4295907788,RELL,355948,2022-08-01,35714,0,0.0,0.0,0.0
4295907796,RVSB,1041368,2022-06-15,78790,0,0.0,0.0,0.0
4295907807,RCKY,895456,2022-03-15,35694,0,0.0,0.0,0.0
4295907815,ROST,745732,2022-03-29,35023,0,0.0,0.0,0.0
4295907820,RGLD,85535,2021-08-12,48986,0,0.0,0.0,0.0
4295907822,RUSHA,1012019,2022-02-24,49305,0,0.0,0.0,0.0
4295907825,STBA,719220,2022-02-28,75624,0,0.0,0.0,0.0
4295907827,INVE,1036044,2022-03-14,41910,0,0.0,0.0,0.0
4295907828,POOL,945841,2022-02-25,46559,0,0.0,0.0,0.0
4295907833,SEIC,350894,2022-02-22,56092,0,0.0,0.0,0.0
4295907850,SM,893538,2022-02-25,71893,0,0.0,0.0,0.0
4295907858,SANM,897723,2022-11-10,49386,2,0.405,0.0,0.405
4295907868,SCSC,918965,2022-08-23,47439,0,0.0,0.0,0.0
4295907871,HSIC,1000228,2022-02-15,67161,0,0.0,0.0,0.0
4295907894,SIGI,230557,2022-02-11,88539,0,0.0,0.0,0.0
4295907896,SMTC,88941,2022-03-16,56526,0,0.0,0.0,0.0
4295907907,SHOE,895447,2022-03-25,40947,1,0.244,0.0,0.244
4295907922,SLGN,849869,2022-02-24,58996,0,0.0,0.0,0.0
4295907938,SMSI,948708,2022-03-11,33584,0,0.0,0.0,0.0
4295907943,SKYW,793733,2022-02-17,51791,0,0.0,0.0,0.0
4295907955,ACHV,949858,2022-03-10,66794,0,0.0,0.0,0.0
4295907964,SMBC,916907,2022-09-13,87496,0,0.0,0.0,0.0
4295907966,SBSI,705432,2022-02-25,83944,0,0.0,0.0,0.0
4295907994,STAA,718937,2022-02-23,48979,0,0.0,0.0,0.0
4295908005,SBUX,829224,2022-11-18,54286,0,0.0,0.0,0.0
4295908010,STLD,1022671,2022-02-28,49047,0,0.0,0.0,0.0
4295908024,STRS,885508,2022-03-31,48117,0,0.0,0.0,0.0
4295908028,STRA,1013934,2022-02-28,78739,5,0.635,0.0,0.635
4295908029,STRT,933034,2022-09-08,37630,0,0.0,0.0,0.0
4295908040,HLIO,1024795,2022-03-01,41580,0,0.0,0.0,0.0
4295908065,GEN,849399,2022-05-20,53835,0,0.0,0.0,0.0
4295908070,ACNT,95953,2022-03-29,38887,0,0.0,0.0,0.0
4295908071,LAUR,912766,2022-02-24,80114,1,0.125,0.0,0.125
4295908075,SNPS,883241,2021-12-13,51848,8,1.543,0.0,1.543
4295908113,TECH,842023,2022-08-24,52716,0,0.0,0.0,0.0
4295908132,TTEK,831641,2022-11-25,60717,6,0.988,0.0,0.988
4295908139,TNC,97134,2022-02-24,37216,0,0.0,0.0,0.0
4295908148,TSBK,1046050,2021-12-08,83313,0,0.0,0.0,0.0
4295908164,TSCO,916365,2022-02-17,48603,1,0.206,,0.206
4295908172,TRNS,99302,2022-06-09,42579,0,0.0,0.0,0.0
4295908174,ACIW,935036,2022-02-24,49197,3,0.61,0.0,0.61
4295908187,TCBK,356171,2022-03-01,75514,0,0.0,0.0,0.0
4295908200,TRST,357301,2022-02-25,22142,0,0.0,0.0,0.0
4295908202,TRMK,36146,2022-02-17,99141,0,0.0,0.0,0.0
4295908209,COHR,820318,2022-08-29,67364,0,0.0,0.0,0.0
4295908212,UFPT,914156,2022-03-14,32007,0,0.0,0.0,0.0
4295908213,UMBF,101382,2022-02-24,72950,0,0.0,0.0,0.0
4295908218,USNA,896264,2022-03-01,53727,0,0.0,0.0,0.0
4295908221,MTCH,891103,2022-02-24,64058,0,0.0,0.0,0.0
4295908225,USPH,885978,2022-03-01,52775,0,0.0,0.0,0.0
4295908240,ULBI,875657,2022-03-08,41904,0,0.0,0.0,0.0
4295908241,AUB,883948,2022-02-25,105925,0,0.0,0.0,0.0
4295908248,UBSI,729986,2022-03-01,97338,0,0.0,0.0,0.0
4295908256,USLM,82020,2022-03-10,30830,0,0.0,0.0,0.0
4295908260,UNFI,1020859,2022-09-27,67771,0,0.0,0.0,0.0
4295908262,KMPR,860748,2022-02-10,79322,0,0.0,0.0,0.0
4295908265,UNTY,920427,2022-03-11,72000,1,0.139,0.0,0.139
4295908266,UEIC,101984,2022-03-04,52080,2,0.384,0.0,0.507
4295908267,UFPI,912767,2022-02-23,11893,0,0.0,0.0,0.0
4295908273,URBN,912615,2022-04-01,48904,0,0.0,0.0,0.0
4295908281,UTMD,706698,2022-03-25,35164,0,0.0,0.0,0.0
4295908285,VSEC,102752,2022-03-11,37369,0,0.0,0.0,0.0
4295908291,VMI,102729,2022-02-23,46398,19,4.095,0.0,4.095
4295908292,VALU,717720,2022-07-26,35753,0,0.0,0.0,0.0
4295908298,VECO,103145,2022-02-18,51225,2,0.39,0.0,0.39
4295908306,VRSN,1014473,2022-02-18,35091,0,0.0,0.0,0.0
4295908314,VSAT,797721,2022-05-31,78451,6,0.765,0.0,0.765
4295908317,VRTX,875320,2022-02-09,78168,0,0.0,0.0,0.0
4295908318,VICR,751978,2022-03-01,41015,17,4.145,0.0,5.082
4295908339,WDFC,105132,2022-10-24,46415,0,0.0,0.0,0.0
4295908349,WSFS,828944,2022-03-01,81512,1,0.123,0.0,0.123
4295908397,GALT,1133416,2022-03-31,50490,0,0.0,0.0,0.0
4295908398,PETS,1040130,2022-05-24,29311,0,0.0,0.0,0.0
4295908419,LVS,1300514,2022-02-04,83767,0,0.0,,0.0
4295908423,SAIA,1177702,2022-02-23,38636,1,0.259,0.0,0.259
4295908430,MCHX,1224133,2022-03-29,42637,22,5.16,0.0,5.16
4295908441,WASH,737468,2022-02-24,76307,0,0.0,0.0,0.0
4295908449,WBS,801337,2022-02-25,84387,0,0.0,0.0,0.0
4295908450,WAFD,936528,2022-11-18,62651,0,0.0,0.0,0.0
4295908451,WERN,793074,2022-02-28,36462,0,0.0,0.0,0.0
4295908454,WSBC,203596,2022-02-28,95332,0,0.0,,0.0
4295908463,WABC,311094,2022-02-28,53539,0,0.0,0.0,0.0
4295908469,WEYS,106532,2022-03-11,29594,0,0.0,0.0,0.0
4295908478,WLFC,1018164,2022-03-14,50892,0,0.0,0.0,0.0
4295908485,WLY,107140,2022-06-24,64180,0,0.0,0.0,0.0
4295908489,WRLD,108385,2022-05-27,49662,0,0.0,0.0,0.0
4295908493,WTFC,1015328,2022-02-25,119391,0,0.0,0.0,0.0
4295908500,WWD,108312,2022-11-18,63514,0,0.0,0.0,0.0
4295908523,ZBRA,877212,2022-02-10,49920,13,2.604,0.0,2.604
4295908530,HELE,916789,2022-04-28,62862,0,0.0,0.0,0.0
4295908544,ARTNA,863110,2022-03-11,48496,0,0.0,0.0,0.0
4295908550,BELFA,729580,2022-03-14,45505,0,0.0,0.0,0.0
4295908554,BIO,12208,2022-02-11,47455,0,0.0,0.0,0.0
4295908564,STZ,16918,2022-04-21,73622,0,0.0,0.0,0.0
